T,p,phi,tau_e,tign
1250,8,1.475,5.36E-07,6.55E-06
1250,8,1.55,5.43E-07,6.61E-06
1250,8,1.625,5.50E-07,6.68E-06
1250,8,1.7,5.57E-07,6.74E-06
1250,8,1.775,5.65E-07,6.81E-06
1250,8,1.85,5.72E-07,6.88E-06
1250,8,1.925,5.80E-07,6.95E-06
1250,8,2,5.88E-07,7.02E-06
1250,8.5,0.575,4.98E-07,6.41E-06
1250,8.5,0.65,4.94E-07,6.30E-06
1250,8.5,0.725,4.92E-07,6.22E-06
1250,8.5,0.8,4.92E-07,6.18E-06
1250,8.5,0.875,4.94E-07,6.16E-06
1250,8.5,0.95,4.97E-07,6.16E-06
1250,8.5,1.025,5.01E-07,6.17E-06
1250,8.5,1.1,5.05E-07,6.19E-06
1250,8.5,1.175,5.11E-07,6.22E-06
1250,8.5,1.25,5.16E-07,6.26E-06
1250,8.5,1.325,5.22E-07,6.30E-06
1250,8.5,1.4,5.29E-07,6.35E-06
1250,8.5,1.475,5.35E-07,6.41E-06
1250,8.5,1.55,5.42E-07,6.46E-06
1250,8.5,1.625,5.50E-07,6.52E-06
1250,8.5,1.7,5.57E-07,6.59E-06
1250,8.5,1.775,5.64E-07,6.65E-06
1250,8.5,1.85,5.72E-07,6.72E-06
1250,8.5,1.925,5.80E-07,6.79E-06
1250,8.5,2,5.88E-07,6.86E-06
1250,9,0.575,5.00E-07,6.31E-06
1250,9,0.65,4.95E-07,6.19E-06
1250,9,0.725,4.94E-07,6.12E-06
1250,9,0.8,4.94E-07,6.07E-06
1250,9,0.875,4.96E-07,6.05E-06
1250,9,0.95,4.99E-07,6.05E-06
1250,9,1.025,5.03E-07,6.06E-06
1250,9,1.1,5.08E-07,6.08E-06
1250,9,1.175,5.13E-07,6.11E-06
1250,9,1.25,5.19E-07,6.15E-06
1250,9,1.325,5.25E-07,6.19E-06
1250,9,1.4,5.31E-07,6.24E-06
1250,9,1.475,5.38E-07,6.30E-06
1250,9,1.55,5.45E-07,6.35E-06
1250,9,1.625,5.53E-07,6.41E-06
1250,9,1.7,5.60E-07,6.47E-06
1250,9,1.775,5.68E-07,6.54E-06
1250,9,1.85,5.75E-07,6.61E-06
1250,9,1.925,5.83E-07,6.67E-06
1250,9,2,5.91E-07,6.74E-06
1250,9.5,0.575,5.05E-07,6.24E-06
1250,9.5,0.65,5.00E-07,6.12E-06
1250,9.5,0.725,4.98E-07,6.05E-06
1250,9.5,0.8,4.99E-07,6.00E-06
1250,9.5,0.875,5.01E-07,5.98E-06
1250,9.5,0.95,5.04E-07,5.98E-06
1250,9.5,1.025,5.08E-07,5.99E-06
1250,9.5,1.1,5.13E-07,6.01E-06
1250,9.5,1.175,5.19E-07,6.04E-06
1250,9.5,1.25,5.24E-07,6.08E-06
1250,9.5,1.325,5.31E-07,6.12E-06
1250,9.5,1.4,5.38E-07,6.17E-06
1250,9.5,1.475,5.45E-07,6.22E-06
1250,9.5,1.55,5.52E-07,6.28E-06
1250,9.5,1.625,5.59E-07,6.34E-06
1250,9.5,1.7,5.67E-07,6.40E-06
1250,9.5,1.775,5.75E-07,6.46E-06
1250,9.5,1.85,5.83E-07,6.53E-06
1250,9.5,1.925,5.91E-07,6.60E-06
1250,9.5,2,5.99E-07,6.67E-06
1250,10,0.575,5.12E-07,6.20E-06
1250,10,0.65,5.08E-07,6.08E-06
1250,10,0.725,5.06E-07,6.01E-06
1250,10,0.8,5.07E-07,5.97E-06
1250,10,0.875,5.09E-07,5.94E-06
1250,10,0.95,5.13E-07,5.94E-06
1250,10,1.025,5.17E-07,5.95E-06
1250,10,1.1,5.22E-07,5.97E-06
1250,10,1.175,5.28E-07,6.00E-06
1250,10,1.25,5.34E-07,6.04E-06
1250,10,1.325,5.41E-07,6.08E-06
1250,10,1.4,5.48E-07,6.13E-06
1250,10,1.475,5.55E-07,6.18E-06
1250,10,1.55,5.62E-07,6.24E-06
1250,10,1.625,5.70E-07,6.30E-06
1250,10,1.7,5.78E-07,6.36E-06
1250,10,1.775,5.86E-07,6.42E-06
1250,10,1.85,5.94E-07,6.49E-06
1250,10,1.925,6.02E-07,6.55E-06
1250,10,2,6.11E-07,6.62E-06
1250,10.5,0.575,5.24E-07,6.20E-06
1250,10.5,0.65,5.19E-07,6.08E-06
1250,10.5,0.725,5.18E-07,6.00E-06
1250,10.5,0.8,5.19E-07,5.96E-06
1250,10.5,0.875,5.21E-07,5.94E-06
1250,10.5,0.95,5.25E-07,5.93E-06
1250,10.5,1.025,5.29E-07,5.94E-06
1250,10.5,1.1,5.35E-07,5.96E-06
1250,10.5,1.175,5.41E-07,5.99E-06
1250,10.5,1.25,5.47E-07,6.03E-06
1250,10.5,1.325,5.54E-07,6.07E-06
1250,10.5,1.4,5.61E-07,6.12E-06
1250,10.5,1.475,5.69E-07,6.17E-06
1250,10.5,1.55,5.77E-07,6.23E-06
1250,10.5,1.625,5.85E-07,6.29E-06
1250,10.5,1.7,5.93E-07,6.35E-06
1250,10.5,1.775,6.01E-07,6.41E-06
1250,10.5,1.85,6.10E-07,6.48E-06
1250,10.5,1.925,6.18E-07,6.54E-06
1250,10.5,2,6.27E-07,6.61E-06
1250,11,0.575,5.39E-07,6.23E-06
1250,11,0.65,5.35E-07,6.11E-06
1250,11,0.725,5.34E-07,6.03E-06
1250,11,0.8,5.35E-07,5.98E-06
1250,11,0.875,5.37E-07,5.96E-06
1250,11,0.95,5.41E-07,5.96E-06
1250,11,1.025,5.46E-07,5.97E-06
1250,11,1.1,5.52E-07,5.99E-06
1250,11,1.175,5.58E-07,6.02E-06
1250,11,1.25,5.65E-07,6.05E-06
1250,11,1.325,5.72E-07,6.10E-06
1250,11,1.4,5.80E-07,6.15E-06
1250,11,1.475,5.88E-07,6.20E-06
1250,11,1.55,5.96E-07,6.25E-06
1250,11,1.625,6.04E-07,6.31E-06
1250,11,1.7,6.13E-07,6.37E-06
1250,11,1.775,6.21E-07,6.44E-06
1250,11,1.85,6.30E-07,6.50E-06
1250,11,1.925,6.39E-07,6.57E-06
1250,11,2,6.48E-07,6.64E-06
1250,11.5,0.575,5.59E-07,6.29E-06
1250,11.5,0.65,5.55E-07,6.17E-06
1250,11.5,0.725,5.54E-07,6.09E-06
1250,11.5,0.8,5.55E-07,6.04E-06
1250,11.5,0.875,5.58E-07,6.02E-06
1250,11.5,0.95,5.62E-07,6.01E-06
1250,11.5,1.025,5.67E-07,6.02E-06
1250,11.5,1.1,5.74E-07,6.04E-06
1250,11.5,1.175,5.80E-07,6.08E-06
1250,11.5,1.25,5.88E-07,6.11E-06
1250,11.5,1.325,5.95E-07,6.16E-06
1250,11.5,1.4,6.03E-07,6.20E-06
1250,11.5,1.475,6.12E-07,6.26E-06
1250,11.5,1.55,6.20E-07,6.31E-06
1250,11.5,1.625,6.29E-07,6.37E-06
1250,11.5,1.7,6.38E-07,6.43E-06
1250,11.5,1.775,6.47E-07,6.50E-06
1250,11.5,1.85,6.56E-07,6.56E-06
1250,11.5,1.925,6.66E-07,6.63E-06
1250,11.5,2,6.75E-07,6.70E-06
1250,12,0.575,5.84E-07,6.39E-06
1250,12,0.65,5.80E-07,6.26E-06
1250,12,0.725,5.79E-07,6.18E-06
1250,12,0.8,5.81E-07,6.13E-06
1250,12,0.875,5.84E-07,6.11E-06
1250,12,0.95,5.89E-07,6.11E-06
1250,12,1.025,5.94E-07,6.11E-06
1250,12,1.1,6.01E-07,6.14E-06
1250,12,1.175,6.08E-07,6.17E-06
1250,12,1.25,6.16E-07,6.20E-06
1250,12,1.325,6.24E-07,6.25E-06
1250,12,1.4,6.33E-07,6.30E-06
1250,12,1.475,6.42E-07,6.35E-06
1250,12,1.55,6.51E-07,6.41E-06
1250,12,1.625,6.60E-07,6.47E-06
1250,12,1.7,6.69E-07,6.53E-06
1250,12,1.775,6.79E-07,6.59E-06
1250,12,1.85,6.89E-07,6.66E-06
1250,12,1.925,6.98E-07,6.73E-06
1250,12,2,7.08E-07,6.79E-06
1250,12.5,0.575,6.16E-07,6.53E-06
1250,12.5,0.65,6.11E-07,6.40E-06
1250,12.5,0.725,6.11E-07,6.31E-06
1250,12.5,0.8,6.13E-07,6.26E-06
1250,12.5,0.875,6.16E-07,6.24E-06
1250,12.5,0.95,6.22E-07,6.23E-06
1250,12.5,1.025,6.28E-07,6.24E-06
1250,12.5,1.1,6.35E-07,6.27E-06
1250,12.5,1.175,6.43E-07,6.30E-06
1250,12.5,1.25,6.51E-07,6.34E-06
1250,12.5,1.325,6.60E-07,6.38E-06
1250,12.5,1.4,6.69E-07,6.43E-06
1250,12.5,1.475,6.79E-07,6.48E-06
1250,12.5,1.55,6.88E-07,6.54E-06
1250,12.5,1.625,6.98E-07,6.60E-06
1250,12.5,1.7,7.08E-07,6.66E-06
1250,12.5,1.775,7.18E-07,6.73E-06
1250,12.5,1.85,7.28E-07,6.79E-06
1250,12.5,1.925,7.38E-07,6.86E-06
1250,12.5,2,7.48E-07,6.93E-06
1250,13,0.575,6.55E-07,6.71E-06
1250,13,0.65,6.50E-07,6.58E-06
1250,13,0.725,6.50E-07,6.49E-06
1250,13,0.8,6.52E-07,6.44E-06
1250,13,0.875,6.57E-07,6.41E-06
1250,13,0.95,6.62E-07,6.41E-06
1250,13,1.025,6.69E-07,6.42E-06
1250,13,1.1,6.77E-07,6.44E-06
1250,13,1.175,6.86E-07,6.47E-06
1250,13,1.25,6.95E-07,6.51E-06
1250,13,1.325,7.04E-07,6.55E-06
1250,13,1.4,7.14E-07,6.60E-06
1250,13,1.475,7.24E-07,6.66E-06
1250,13,1.55,7.34E-07,6.72E-06
1250,13,1.625,7.44E-07,6.78E-06
1250,13,1.7,7.55E-07,6.84E-06
1250,13,1.775,7.65E-07,6.91E-06
1250,13,1.85,7.76E-07,6.97E-06
1250,13,1.925,7.86E-07,7.04E-06
1250,13,2,7.97E-07,7.11E-06
1250,13.5,0.575,7.03E-07,6.95E-06
1250,13.5,0.65,6.99E-07,6.81E-06
1250,13.5,0.725,6.99E-07,6.71E-06
1250,13.5,0.8,7.02E-07,6.66E-06
1250,13.5,0.875,7.07E-07,6.63E-06
1250,13.5,0.95,7.13E-07,6.63E-06
1250,13.5,1.025,7.21E-07,6.64E-06
1250,13.5,1.1,7.29E-07,6.66E-06
1250,13.5,1.175,7.38E-07,6.69E-06
1250,13.5,1.25,7.48E-07,6.73E-06
1250,13.5,1.325,7.58E-07,6.78E-06
1250,13.5,1.4,7.68E-07,6.83E-06
1250,13.5,1.475,7.79E-07,6.88E-06
1250,13.5,1.55,7.90E-07,6.94E-06
1250,13.5,1.625,8.00E-07,7.00E-06
1250,13.5,1.7,8.11E-07,7.06E-06
1250,13.5,1.775,8.22E-07,7.13E-06
1250,13.5,1.85,8.33E-07,7.20E-06
1250,13.5,1.925,8.44E-07,7.27E-06
1250,13.5,2,8.55E-07,7.34E-06
1250,14,0.575,7.64E-07,7.25E-06
1250,14,0.65,7.60E-07,7.10E-06
1250,14,0.725,7.60E-07,7.00E-06
1250,14,0.8,7.63E-07,6.94E-06
1250,14,0.875,7.69E-07,6.91E-06
1250,14,0.95,7.76E-07,6.91E-06
1250,14,1.025,7.84E-07,6.92E-06
1250,14,1.1,7.93E-07,6.94E-06
1250,14,1.175,8.03E-07,6.97E-06
1250,14,1.25,8.13E-07,7.01E-06
1250,14,1.325,8.23E-07,7.05E-06
1250,14,1.4,8.34E-07,7.10E-06
1250,14,1.475,8.45E-07,7.16E-06
1250,14,1.55,8.56E-07,7.22E-06
1250,14,1.625,8.68E-07,7.28E-06
1250,14,1.7,8.79E-07,7.34E-06
1250,14,1.775,8.90E-07,7.41E-06
1250,14,1.85,9.01E-07,7.47E-06
1250,14,1.925,9.12E-07,7.54E-06
1250,14,2,9.24E-07,7.61E-06
1250,14.5,0.575,8.40E-07,7.62E-06
1250,14.5,0.65,8.36E-07,7.46E-06
1250,14.5,0.725,8.36E-07,7.36E-06
1250,14.5,0.8,8.40E-07,7.29E-06
1250,14.5,0.875,8.45E-07,7.26E-06
1250,14.5,0.95,8.53E-07,7.25E-06
1250,14.5,1.025,8.61E-07,7.26E-06
1250,14.5,1.1,8.71E-07,7.28E-06
1250,14.5,1.175,8.81E-07,7.31E-06
1250,14.5,1.25,8.92E-07,7.35E-06
1250,14.5,1.325,9.03E-07,7.39E-06
1250,14.5,1.4,9.14E-07,7.44E-06
1250,14.5,1.475,9.25E-07,7.49E-06
1250,14.5,1.55,9.36E-07,7.55E-06
1250,14.5,1.625,9.47E-07,7.61E-06
1250,14.5,1.7,9.59E-07,7.67E-06
1250,14.5,1.775,9.70E-07,7.74E-06
1250,14.5,1.85,9.81E-07,7.81E-06
1250,14.5,1.925,9.92E-07,7.87E-06
1250,14.5,2,1.00E-06,7.94E-06
1250,15,0.575,9.36E-07,8.08E-06
1250,15,0.65,9.31E-07,7.91E-06
1250,15,0.725,9.31E-07,7.80E-06
1250,15,0.8,9.34E-07,7.73E-06
1250,15,0.875,9.40E-07,7.69E-06
1250,15,0.95,9.48E-07,7.67E-06
1250,15,1.025,9.56E-07,7.68E-06
1250,15,1.1,9.66E-07,7.69E-06
1250,15,1.175,9.76E-07,7.72E-06
1250,15,1.25,9.86E-07,7.76E-06
1250,15,1.325,9.97E-07,7.80E-06
1250,15,1.4,1.01E-06,7.84E-06
1250,15,1.475,1.02E-06,7.90E-06
1250,15,1.55,1.03E-06,7.95E-06
1250,15,1.625,1.04E-06,8.01E-06
1250,15,1.7,1.05E-06,8.07E-06
1250,15,1.775,1.06E-06,8.13E-06
1250,15,1.85,1.07E-06,8.19E-06
1250,15,1.925,1.08E-06,8.26E-06
1250,15,2,1.09E-06,8.32E-06
1250,15.5,0.575,1.06E-06,8.66E-06
1250,15.5,0.65,1.05E-06,8.46E-06
1250,15.5,0.725,1.05E-06,8.34E-06
1250,15.5,0.8,1.05E-06,8.26E-06
1250,15.5,0.875,1.06E-06,8.21E-06
1250,15.5,0.95,1.06E-06,8.19E-06
1250,15.5,1.025,1.07E-06,8.18E-06
1250,15.5,1.1,1.08E-06,8.19E-06
1250,15.5,1.175,1.09E-06,8.21E-06
1250,15.5,1.25,1.10E-06,8.24E-06
1250,15.5,1.325,1.11E-06,8.28E-06
1250,15.5,1.4,1.12E-06,8.32E-06
1250,15.5,1.475,1.13E-06,8.37E-06
1250,15.5,1.55,1.14E-06,8.42E-06
1250,15.5,1.625,1.15E-06,8.47E-06
1250,15.5,1.7,1.16E-06,8.52E-06
1250,15.5,1.775,1.16E-06,8.58E-06
1250,15.5,1.85,1.17E-06,8.64E-06
1250,15.5,1.925,1.18E-06,8.70E-06
1250,15.5,2,1.19E-06,8.76E-06
1250,16,0.575,1.21E-06,9.36E-06
1250,16,0.65,1.20E-06,9.14E-06
1250,16,0.725,1.19E-06,8.99E-06
1250,16,0.8,1.19E-06,8.90E-06
1250,16,0.875,1.19E-06,8.83E-06
1250,16,0.95,1.20E-06,8.80E-06
1250,16,1.025,1.20E-06,8.78E-06
1250,16,1.1,1.21E-06,8.78E-06
1250,16,1.175,1.22E-06,8.79E-06
1250,16,1.25,1.22E-06,8.81E-06
1250,16,1.325,1.23E-06,8.83E-06
1250,16,1.4,1.24E-06,8.87E-06
1250,16,1.475,1.25E-06,8.91E-06
1250,16,1.55,1.25E-06,8.95E-06
1250,16,1.625,1.26E-06,8.99E-06
1250,16,1.7,1.27E-06,9.04E-06
1250,16,1.775,1.28E-06,9.09E-06
1250,16,1.85,1.28E-06,9.14E-06
1250,16,1.925,1.29E-06,9.19E-06
1250,16,2,1.30E-06,9.25E-06
1250,16.5,0.575,1.39E-06,1.02E-05
1250,16.5,0.65,1.37E-06,9.96E-06
1250,16.5,0.725,1.36E-06,9.78E-06
1250,16.5,0.8,1.36E-06,9.65E-06
1250,16.5,0.875,1.35E-06,9.56E-06
1250,16.5,0.95,1.35E-06,9.50E-06
1250,16.5,1.025,1.36E-06,9.47E-06
1250,16.5,1.1,1.36E-06,9.45E-06
1250,16.5,1.175,1.36E-06,9.44E-06
1250,16.5,1.25,1.36E-06,9.45E-06
1250,16.5,1.325,1.37E-06,9.46E-06
1250,16.5,1.4,1.37E-06,9.48E-06
1250,16.5,1.475,1.38E-06,9.51E-06
1250,16.5,1.55,1.38E-06,9.54E-06
1250,16.5,1.625,1.39E-06,9.57E-06
1250,16.5,1.7,1.39E-06,9.61E-06
1250,16.5,1.775,1.40E-06,9.64E-06
1250,16.5,1.85,1.40E-06,9.69E-06
1250,16.5,1.925,1.41E-06,9.73E-06
1250,16.5,2,1.41E-06,9.77E-06
1250,17,0.575,1.61E-06,1.12E-05
1250,17,0.65,1.58E-06,1.09E-05
1250,17,0.725,1.56E-06,1.07E-05
1250,17,0.8,1.54E-06,1.05E-05
1250,17,0.875,1.53E-06,1.04E-05
1250,17,0.95,1.53E-06,1.03E-05
1250,17,1.025,1.52E-06,1.02E-05
1250,17,1.1,1.52E-06,1.02E-05
1250,17,1.175,1.51E-06,1.02E-05
1250,17,1.25,1.51E-06,1.02E-05
1250,17,1.325,1.51E-06,1.02E-05
1250,17,1.4,1.51E-06,1.02E-05
1250,17,1.475,1.51E-06,1.02E-05
1250,17,1.55,1.51E-06,1.02E-05
1250,17,1.625,1.51E-06,1.02E-05
1250,17,1.7,1.52E-06,1.02E-05
1250,17,1.775,1.52E-06,1.02E-05
1250,17,1.85,1.52E-06,1.03E-05
1250,17,1.925,1.52E-06,1.03E-05
1250,17,2,1.52E-06,1.03E-05
1250,17.5,0.575,1.85E-06,1.24E-05
1250,17.5,0.65,1.80E-06,1.20E-05
1250,17.5,0.725,1.77E-06,1.17E-05
1250,17.5,0.8,1.74E-06,1.15E-05
1250,17.5,0.875,1.72E-06,1.13E-05
1250,17.5,0.95,1.71E-06,1.12E-05
1250,17.5,1.025,1.69E-06,1.11E-05
1250,17.5,1.1,1.68E-06,1.10E-05
1250,17.5,1.175,1.67E-06,1.10E-05
1250,17.5,1.25,1.66E-06,1.09E-05
1250,17.5,1.325,1.66E-06,1.09E-05
1250,17.5,1.4,1.65E-06,1.09E-05
1250,17.5,1.475,1.65E-06,1.09E-05
1250,17.5,1.55,1.65E-06,1.08E-05
1250,17.5,1.625,1.64E-06,1.08E-05
1250,17.5,1.7,1.64E-06,1.08E-05
1250,17.5,1.775,1.64E-06,1.09E-05
1250,17.5,1.85,1.64E-06,1.09E-05
1250,17.5,1.925,1.64E-06,1.09E-05
1250,17.5,2,1.64E-06,1.09E-05
1250,18,0.575,2.10E-06,1.37E-05
1250,18,0.65,2.04E-06,1.32E-05
1250,18,0.725,1.99E-06,1.28E-05
1250,18,0.8,1.95E-06,1.25E-05
1250,18,0.875,1.92E-06,1.23E-05
1250,18,0.95,1.89E-06,1.21E-05
1250,18,1.025,1.87E-06,1.20E-05
1250,18,1.1,1.85E-06,1.19E-05
1250,18,1.175,1.83E-06,1.18E-05
1250,18,1.25,1.82E-06,1.17E-05
1250,18,1.325,1.80E-06,1.16E-05
1250,18,1.4,1.79E-06,1.16E-05
1250,18,1.475,1.78E-06,1.16E-05
1250,18,1.55,1.78E-06,1.15E-05
1250,18,1.625,1.77E-06,1.15E-05
1250,18,1.7,1.76E-06,1.15E-05
1250,18,1.775,1.76E-06,1.15E-05
1250,18,1.85,1.75E-06,1.15E-05
1250,18,1.925,1.75E-06,1.15E-05
1250,18,2,1.74E-06,1.15E-05
1250,18.5,0.575,2.36E-06,1.50E-05
1250,18.5,0.65,2.27E-06,1.44E-05
1250,18.5,0.725,2.20E-06,1.40E-05
1250,18.5,0.8,2.15E-06,1.36E-05
1250,18.5,0.875,2.10E-06,1.33E-05
1250,18.5,0.95,2.07E-06,1.31E-05
1250,18.5,1.025,2.03E-06,1.29E-05
1250,18.5,1.1,2.01E-06,1.27E-05
1250,18.5,1.175,1.98E-06,1.26E-05
1250,18.5,1.25,1.96E-06,1.25E-05
1250,18.5,1.325,1.94E-06,1.24E-05
1250,18.5,1.4,1.93E-06,1.23E-05
1250,18.5,1.475,1.91E-06,1.23E-05
1250,18.5,1.55,1.90E-06,1.22E-05
1250,18.5,1.625,1.89E-06,1.22E-05
1250,18.5,1.7,1.88E-06,1.21E-05
1250,18.5,1.775,1.87E-06,1.21E-05
1250,18.5,1.85,1.86E-06,1.21E-05
1250,18.5,1.925,1.85E-06,1.21E-05
1250,18.5,2,1.85E-06,1.21E-05
1250,19,0.575,2.61E-06,1.64E-05
1250,19,0.65,2.50E-06,1.57E-05
1250,19,0.725,2.41E-06,1.51E-05
1250,19,0.8,2.34E-06,1.47E-05
1250,19,0.875,2.29E-06,1.43E-05
1250,19,0.95,2.24E-06,1.41E-05
1250,19,1.025,2.20E-06,1.38E-05
1250,19,1.1,2.16E-06,1.36E-05
1250,19,1.175,2.13E-06,1.34E-05
1250,19,1.25,2.10E-06,1.33E-05
1250,19,1.325,2.08E-06,1.32E-05
1250,19,1.4,2.05E-06,1.31E-05
1250,19,1.475,2.04E-06,1.30E-05
1250,19,1.55,2.02E-06,1.29E-05
1250,19,1.625,2.00E-06,1.28E-05
1250,19,1.7,1.99E-06,1.28E-05
1250,19,1.775,1.98E-06,1.27E-05
1250,19,1.85,1.96E-06,1.27E-05
1250,19,1.925,1.95E-06,1.27E-05
1250,19,2,1.94E-06,1.26E-05
1250,19.5,0.575,2.84E-06,1.78E-05
1250,19.5,0.65,2.71E-06,1.70E-05
1250,19.5,0.725,2.61E-06,1.63E-05
1250,19.5,0.8,2.53E-06,1.58E-05
1250,19.5,0.875,2.46E-06,1.54E-05
1250,19.5,0.95,2.40E-06,1.50E-05
1250,19.5,1.025,2.35E-06,1.47E-05
1250,19.5,1.1,2.30E-06,1.45E-05
1250,19.5,1.175,2.26E-06,1.43E-05
1250,19.5,1.25,2.23E-06,1.41E-05
1250,19.5,1.325,2.20E-06,1.39E-05
1250,19.5,1.4,2.17E-06,1.38E-05
1250,19.5,1.475,2.15E-06,1.37E-05
1250,19.5,1.55,2.13E-06,1.36E-05
1250,19.5,1.625,2.11E-06,1.35E-05
1250,19.5,1.7,2.09E-06,1.34E-05
1250,19.5,1.775,2.07E-06,1.33E-05
1250,19.5,1.85,2.06E-06,1.33E-05
1250,19.5,1.925,2.05E-06,1.32E-05
1250,19.5,2,2.03E-06,1.32E-05
1250,20,0.575,3.06E-06,1.91E-05
1250,20,0.65,2.92E-06,1.82E-05
1250,20,0.725,2.80E-06,1.74E-05
1250,20,0.8,2.70E-06,1.68E-05
1250,20,0.875,2.62E-06,1.63E-05
1250,20,0.95,2.55E-06,1.59E-05
1250,20,1.025,2.49E-06,1.56E-05
1250,20,1.1,2.44E-06,1.53E-05
1250,20,1.175,2.39E-06,1.50E-05
1250,20,1.25,2.35E-06,1.48E-05
1250,20,1.325,2.32E-06,1.46E-05
1250,20,1.4,2.28E-06,1.45E-05
1250,20,1.475,2.26E-06,1.43E-05
1250,20,1.55,2.23E-06,1.42E-05
1250,20,1.625,2.21E-06,1.41E-05
1250,20,1.7,2.18E-06,1.40E-05
1250,20,1.775,2.17E-06,1.39E-05
1250,20,1.85,2.15E-06,1.38E-05
1250,20,1.925,2.13E-06,1.38E-05
1250,20,2,2.12E-06,1.37E-05
1260,1,0.575,2.11E-06,3.49E-05
1260,1,0.65,2.09E-06,3.44E-05
1260,1,0.725,2.08E-06,3.41E-05
1260,1,0.8,2.08E-06,3.40E-05
1260,1,0.875,2.09E-06,3.39E-05
1260,1,0.95,2.10E-06,3.40E-05
1260,1,1.025,2.11E-06,3.40E-05
1260,1,1.1,2.13E-06,3.42E-05
1260,1,1.175,2.15E-06,3.44E-05
1260,1,1.25,2.17E-06,3.46E-05
1260,1,1.325,2.19E-06,3.48E-05
1260,1,1.4,2.21E-06,3.51E-05
1260,1,1.475,2.24E-06,3.54E-05
1260,1,1.55,2.26E-06,3.57E-05
1260,1,1.625,2.29E-06,3.61E-05
1260,1,1.7,2.32E-06,3.64E-05
1260,1,1.775,2.34E-06,3.68E-05
1260,1,1.85,2.37E-06,3.71E-05
1260,1,1.925,2.40E-06,3.75E-05
1260,1,2,2.43E-06,3.79E-05
1260,1.5,0.575,1.45E-06,2.35E-05
1260,1.5,0.65,1.44E-06,2.32E-05
1260,1.5,0.725,1.43E-06,2.30E-05
1260,1.5,0.8,1.43E-06,2.29E-05
1260,1.5,0.875,1.44E-06,2.28E-05
1260,1.5,0.95,1.44E-06,2.28E-05
1260,1.5,1.025,1.45E-06,2.29E-05
1260,1.5,1.1,1.46E-06,2.30E-05
1260,1.5,1.175,1.48E-06,2.31E-05
1260,1.5,1.25,1.49E-06,2.33E-05
1260,1.5,1.325,1.51E-06,2.35E-05
1260,1.5,1.4,1.52E-06,2.36E-05
1260,1.5,1.475,1.54E-06,2.38E-05
1260,1.5,1.55,1.56E-06,2.41E-05
1260,1.5,1.625,1.58E-06,2.43E-05
1260,1.5,1.7,1.59E-06,2.45E-05
1260,1.5,1.775,1.61E-06,2.48E-05
1260,1.5,1.85,1.63E-06,2.50E-05
1260,1.5,1.925,1.65E-06,2.53E-05
1260,1.5,2,1.67E-06,2.55E-05
1260,2,0.575,1.12E-06,1.79E-05
1260,2,0.65,1.11E-06,1.76E-05
1260,2,0.725,1.11E-06,1.75E-05
1260,2,0.8,1.11E-06,1.74E-05
1260,2,0.875,1.11E-06,1.73E-05
1260,2,0.95,1.12E-06,1.74E-05
1260,2,1.025,1.13E-06,1.74E-05
1260,2,1.1,1.13E-06,1.75E-05
1260,2,1.175,1.14E-06,1.76E-05
1260,2,1.25,1.16E-06,1.77E-05
1260,2,1.325,1.17E-06,1.78E-05
1260,2,1.4,1.18E-06,1.80E-05
1260,2,1.475,1.19E-06,1.81E-05
1260,2,1.55,1.21E-06,1.83E-05
1260,2,1.625,1.22E-06,1.85E-05
1260,2,1.7,1.24E-06,1.86E-05
1260,2,1.775,1.25E-06,1.88E-05
1260,2,1.85,1.27E-06,1.90E-05
1260,2,1.925,1.28E-06,1.92E-05
1260,2,2,1.30E-06,1.94E-05
1260,2.5,0.575,9.30E-07,1.45E-05
1260,2.5,0.65,9.22E-07,1.43E-05
1260,2.5,0.725,9.18E-07,1.42E-05
1260,2.5,0.8,9.18E-07,1.41E-05
1260,2.5,0.875,9.21E-07,1.41E-05
1260,2.5,0.95,9.25E-07,1.41E-05
1260,2.5,1.025,9.31E-07,1.41E-05
1260,2.5,1.1,9.38E-07,1.42E-05
1260,2.5,1.175,9.47E-07,1.43E-05
1260,2.5,1.25,9.56E-07,1.44E-05
1260,2.5,1.325,9.66E-07,1.45E-05
1260,2.5,1.4,9.76E-07,1.46E-05
1260,2.5,1.475,9.87E-07,1.47E-05
1260,2.5,1.55,9.98E-07,1.49E-05
1260,2.5,1.625,1.01E-06,1.50E-05
1260,2.5,1.7,1.02E-06,1.51E-05
1260,2.5,1.775,1.03E-06,1.53E-05
1260,2.5,1.85,1.05E-06,1.54E-05
1260,2.5,1.925,1.06E-06,1.56E-05
1260,2.5,2,1.07E-06,1.58E-05
1260,3,0.575,8.02E-07,1.23E-05
1260,3,0.65,7.95E-07,1.21E-05
1260,3,0.725,7.92E-07,1.20E-05
1260,3,0.8,7.92E-07,1.20E-05
1260,3,0.875,7.94E-07,1.20E-05
1260,3,0.95,7.98E-07,1.20E-05
1260,3,1.025,8.03E-07,1.20E-05
1260,3,1.1,8.09E-07,1.20E-05
1260,3,1.175,8.16E-07,1.21E-05
1260,3,1.25,8.24E-07,1.22E-05
1260,3,1.325,8.33E-07,1.23E-05
1260,3,1.4,8.42E-07,1.24E-05
1260,3,1.475,8.51E-07,1.25E-05
1260,3,1.55,8.61E-07,1.26E-05
1260,3,1.625,8.72E-07,1.27E-05
1260,3,1.7,8.82E-07,1.28E-05
1260,3,1.775,8.93E-07,1.30E-05
1260,3,1.85,9.04E-07,1.31E-05
