T,p,phi,tau_e,tign
1240,13,1.025,8.65E-07,7.75E-06
1240,13,1.1,8.76E-07,7.77E-06
1240,13,1.175,8.87E-07,7.81E-06
1240,13,1.25,8.99E-07,7.86E-06
1240,13,1.325,9.11E-07,7.91E-06
1240,13,1.4,9.24E-07,7.97E-06
1240,13,1.475,9.36E-07,8.04E-06
1240,13,1.55,9.49E-07,8.11E-06
1240,13,1.625,9.62E-07,8.18E-06
1240,13,1.7,9.75E-07,8.25E-06
1240,13,1.775,9.88E-07,8.33E-06
1240,13,1.85,1.00E-06,8.41E-06
1240,13,1.925,1.01E-06,8.49E-06
1240,13,2,1.03E-06,8.57E-06
1240,13.5,0.575,9.30E-07,8.54E-06
1240,13.5,0.65,9.26E-07,8.36E-06
1240,13.5,0.725,9.27E-07,8.25E-06
1240,13.5,0.8,9.32E-07,8.19E-06
1240,13.5,0.875,9.39E-07,8.16E-06
1240,13.5,0.95,9.48E-07,8.15E-06
1240,13.5,1.025,9.58E-07,8.16E-06
1240,13.5,1.1,9.69E-07,8.19E-06
1240,13.5,1.175,9.81E-07,8.22E-06
1240,13.5,1.25,9.94E-07,8.27E-06
1240,13.5,1.325,1.01E-06,8.32E-06
1240,13.5,1.4,1.02E-06,8.38E-06
1240,13.5,1.475,1.03E-06,8.45E-06
1240,13.5,1.55,1.05E-06,8.52E-06
1240,13.5,1.625,1.06E-06,8.59E-06
1240,13.5,1.7,1.07E-06,8.66E-06
1240,13.5,1.775,1.09E-06,8.74E-06
1240,13.5,1.85,1.10E-06,8.81E-06
1240,13.5,1.925,1.11E-06,8.89E-06
1240,13.5,2,1.12E-06,8.97E-06
1240,14,0.575,1.05E-06,9.10E-06
1240,14,0.65,1.04E-06,8.91E-06
1240,14,0.725,1.04E-06,8.79E-06
1240,14,0.8,1.05E-06,8.72E-06
1240,14,0.875,1.05E-06,8.68E-06
1240,14,0.95,1.06E-06,8.67E-06
1240,14,1.025,1.07E-06,8.68E-06
1240,14,1.1,1.09E-06,8.70E-06
1240,14,1.175,1.10E-06,8.73E-06
1240,14,1.25,1.11E-06,8.78E-06
1240,14,1.325,1.12E-06,8.83E-06
1240,14,1.4,1.14E-06,8.89E-06
1240,14,1.475,1.15E-06,8.95E-06
1240,14,1.55,1.16E-06,9.02E-06
1240,14,1.625,1.17E-06,9.08E-06
1240,14,1.7,1.19E-06,9.15E-06
1240,14,1.775,1.20E-06,9.23E-06
1240,14,1.85,1.21E-06,9.30E-06
1240,14,1.925,1.22E-06,9.38E-06
1240,14,2,1.24E-06,9.45E-06
1240,14.5,0.575,1.19E-06,9.82E-06
1240,14.5,0.65,1.19E-06,9.61E-06
1240,14.5,0.725,1.19E-06,9.47E-06
1240,14.5,0.8,1.19E-06,9.38E-06
1240,14.5,0.875,1.20E-06,9.33E-06
1240,14.5,0.95,1.21E-06,9.31E-06
1240,14.5,1.025,1.22E-06,9.31E-06
1240,14.5,1.1,1.23E-06,9.33E-06
1240,14.5,1.175,1.24E-06,9.35E-06
1240,14.5,1.25,1.25E-06,9.39E-06
1240,14.5,1.325,1.26E-06,9.44E-06
1240,14.5,1.4,1.27E-06,9.49E-06
1240,14.5,1.475,1.28E-06,9.55E-06
1240,14.5,1.55,1.30E-06,9.61E-06
1240,14.5,1.625,1.31E-06,9.67E-06
1240,14.5,1.7,1.32E-06,9.73E-06
1240,14.5,1.775,1.33E-06,9.80E-06
1240,14.5,1.85,1.34E-06,9.87E-06
1240,14.5,1.925,1.35E-06,9.94E-06
1240,14.5,2,1.36E-06,1.00E-05
1240,15,0.575,1.38E-06,1.07E-05
1240,15,0.65,1.37E-06,1.05E-05
1240,15,0.725,1.37E-06,1.03E-05
1240,15,0.8,1.37E-06,1.02E-05
1240,15,0.875,1.37E-06,1.01E-05
1240,15,0.95,1.38E-06,1.01E-05
1240,15,1.025,1.39E-06,1.01E-05
1240,15,1.1,1.39E-06,1.01E-05
1240,15,1.175,1.40E-06,1.01E-05
1240,15,1.25,1.41E-06,1.01E-05
1240,15,1.325,1.42E-06,1.02E-05
1240,15,1.4,1.43E-06,1.02E-05
1240,15,1.475,1.44E-06,1.02E-05
1240,15,1.55,1.45E-06,1.03E-05
1240,15,1.625,1.45E-06,1.03E-05
1240,15,1.7,1.46E-06,1.04E-05
1240,15,1.775,1.47E-06,1.05E-05
1240,15,1.85,1.48E-06,1.05E-05
1240,15,1.925,1.49E-06,1.06E-05
1240,15,2,1.50E-06,1.06E-05
1240,15.5,0.575,1.62E-06,1.18E-05
1240,15.5,0.65,1.60E-06,1.15E-05
1240,15.5,0.725,1.59E-06,1.13E-05
1240,15.5,0.8,1.58E-06,1.12E-05
1240,15.5,0.875,1.58E-06,1.11E-05
1240,15.5,0.95,1.58E-06,1.10E-05
1240,15.5,1.025,1.58E-06,1.10E-05
1240,15.5,1.1,1.58E-06,1.09E-05
1240,15.5,1.175,1.59E-06,1.09E-05
1240,15.5,1.25,1.59E-06,1.09E-05
1240,15.5,1.325,1.59E-06,1.10E-05
1240,15.5,1.4,1.60E-06,1.10E-05
1240,15.5,1.475,1.60E-06,1.10E-05
1240,15.5,1.55,1.61E-06,1.11E-05
1240,15.5,1.625,1.61E-06,1.11E-05
1240,15.5,1.7,1.62E-06,1.11E-05
1240,15.5,1.775,1.62E-06,1.12E-05
1240,15.5,1.85,1.63E-06,1.12E-05
1240,15.5,1.925,1.64E-06,1.13E-05
1240,15.5,2,1.64E-06,1.13E-05
1240,16,0.575,1.90E-06,1.32E-05
1240,16,0.65,1.87E-06,1.28E-05
1240,16,0.725,1.84E-06,1.25E-05
1240,16,0.8,1.82E-06,1.23E-05
1240,16,0.875,1.81E-06,1.22E-05
1240,16,0.95,1.80E-06,1.21E-05
1240,16,1.025,1.79E-06,1.20E-05
1240,16,1.1,1.79E-06,1.19E-05
1240,16,1.175,1.78E-06,1.19E-05
1240,16,1.25,1.78E-06,1.19E-05
1240,16,1.325,1.78E-06,1.19E-05
1240,16,1.4,1.78E-06,1.19E-05
1240,16,1.475,1.78E-06,1.19E-05
1240,16,1.55,1.78E-06,1.19E-05
1240,16,1.625,1.78E-06,1.19E-05
1240,16,1.7,1.78E-06,1.19E-05
1240,16,1.775,1.78E-06,1.19E-05
1240,16,1.85,1.78E-06,1.20E-05
1240,16,1.925,1.78E-06,1.20E-05
1240,16,2,1.79E-06,1.20E-05
1240,16.5,0.575,2.21E-06,1.47E-05
1240,16.5,0.65,2.16E-06,1.42E-05
1240,16.5,0.725,2.11E-06,1.38E-05
1240,16.5,0.8,2.08E-06,1.36E-05
1240,16.5,0.875,2.05E-06,1.34E-05
1240,16.5,0.95,2.03E-06,1.32E-05
1240,16.5,1.025,2.01E-06,1.31E-05
1240,16.5,1.1,2.00E-06,1.30E-05
1240,16.5,1.175,1.98E-06,1.29E-05
1240,16.5,1.25,1.97E-06,1.29E-05
1240,16.5,1.325,1.96E-06,1.28E-05
1240,16.5,1.4,1.96E-06,1.28E-05
1240,16.5,1.475,1.95E-06,1.28E-05
1240,16.5,1.55,1.95E-06,1.27E-05
1240,16.5,1.625,1.94E-06,1.27E-05
1240,16.5,1.7,1.94E-06,1.27E-05
1240,16.5,1.775,1.93E-06,1.27E-05
1240,16.5,1.85,1.93E-06,1.28E-05
1240,16.5,1.925,1.93E-06,1.28E-05
1240,16.5,2,1.93E-06,1.28E-05
1240,17,0.575,2.54E-06,1.64E-05
1240,17,0.65,2.46E-06,1.58E-05
1240,17,0.725,2.39E-06,1.53E-05
1240,17,0.8,2.34E-06,1.49E-05
1240,17,0.875,2.30E-06,1.47E-05
1240,17,0.95,2.26E-06,1.44E-05
1240,17,1.025,2.23E-06,1.42E-05
1240,17,1.1,2.21E-06,1.41E-05
1240,17,1.175,2.18E-06,1.40E-05
1240,17,1.25,2.17E-06,1.39E-05
1240,17,1.325,2.15E-06,1.38E-05
1240,17,1.4,2.13E-06,1.37E-05
1240,17,1.475,2.12E-06,1.37E-05
1240,17,1.55,2.11E-06,1.36E-05
1240,17,1.625,2.10E-06,1.36E-05
1240,17,1.7,2.09E-06,1.36E-05
1240,17,1.775,2.08E-06,1.36E-05
1240,17,1.85,2.08E-06,1.36E-05
1240,17,1.925,2.07E-06,1.35E-05
1240,17,2,2.06E-06,1.35E-05
1240,17.5,0.575,2.86E-06,1.81E-05
1240,17.5,0.65,2.75E-06,1.74E-05
1240,17.5,0.725,2.67E-06,1.68E-05
1240,17.5,0.8,2.59E-06,1.63E-05
1240,17.5,0.875,2.54E-06,1.60E-05
1240,17.5,0.95,2.49E-06,1.57E-05
1240,17.5,1.025,2.44E-06,1.54E-05
1240,17.5,1.1,2.41E-06,1.52E-05
1240,17.5,1.175,2.38E-06,1.50E-05
1240,17.5,1.25,2.35E-06,1.49E-05
1240,17.5,1.325,2.32E-06,1.48E-05
1240,17.5,1.4,2.30E-06,1.47E-05
1240,17.5,1.475,2.28E-06,1.46E-05
1240,17.5,1.55,2.27E-06,1.45E-05
1240,17.5,1.625,2.25E-06,1.45E-05
1240,17.5,1.7,2.24E-06,1.44E-05
1240,17.5,1.775,2.22E-06,1.44E-05
1240,17.5,1.85,2.21E-06,1.43E-05
1240,17.5,1.925,2.20E-06,1.43E-05
1240,17.5,2,2.19E-06,1.43E-05
1240,18,0.575,3.17E-06,1.99E-05
1240,18,0.65,3.04E-06,1.90E-05
1240,18,0.725,2.93E-06,1.83E-05
1240,18,0.8,2.84E-06,1.77E-05
1240,18,0.875,2.76E-06,1.73E-05
1240,18,0.95,2.70E-06,1.69E-05
1240,18,1.025,2.64E-06,1.66E-05
1240,18,1.1,2.60E-06,1.63E-05
1240,18,1.175,2.56E-06,1.61E-05
1240,18,1.25,2.52E-06,1.59E-05
1240,18,1.325,2.49E-06,1.58E-05
1240,18,1.4,2.46E-06,1.56E-05
1240,18,1.475,2.43E-06,1.55E-05
1240,18,1.55,2.41E-06,1.54E-05
1240,18,1.625,2.39E-06,1.53E-05
1240,18,1.7,2.37E-06,1.52E-05
1240,18,1.775,2.35E-06,1.52E-05
1240,18,1.85,2.34E-06,1.51E-05
1240,18,1.925,2.32E-06,1.51E-05
1240,18,2,2.31E-06,1.50E-05
1240,18.5,0.575,3.46E-06,2.17E-05
1240,18.5,0.65,3.30E-06,2.06E-05
1240,18.5,0.725,3.17E-06,1.98E-05
1240,18.5,0.8,3.06E-06,1.91E-05
1240,18.5,0.875,2.97E-06,1.86E-05
1240,18.5,0.95,2.89E-06,1.81E-05
1240,18.5,1.025,2.83E-06,1.77E-05
1240,18.5,1.1,2.77E-06,1.74E-05
1240,18.5,1.175,2.72E-06,1.71E-05
1240,18.5,1.25,2.68E-06,1.69E-05
1240,18.5,1.325,2.64E-06,1.67E-05
1240,18.5,1.4,2.60E-06,1.65E-05
1240,18.5,1.475,2.57E-06,1.64E-05
1240,18.5,1.55,2.54E-06,1.62E-05
1240,18.5,1.625,2.52E-06,1.61E-05
1240,18.5,1.7,2.50E-06,1.60E-05
1240,18.5,1.775,2.47E-06,1.59E-05
1240,18.5,1.85,2.46E-06,1.58E-05
1240,18.5,1.925,2.44E-06,1.58E-05
1240,18.5,2,2.42E-06,1.57E-05
1240,19,0.575,3.73E-06,2.33E-05
1240,19,0.65,3.54E-06,2.21E-05
1240,19,0.725,3.39E-06,2.12E-05
1240,19,0.8,3.27E-06,2.04E-05
1240,19,0.875,3.16E-06,1.98E-05
1240,19,0.95,3.08E-06,1.93E-05
1240,19,1.025,3.00E-06,1.88E-05
1240,19,1.1,2.93E-06,1.84E-05
1240,19,1.175,2.87E-06,1.81E-05
1240,19,1.25,2.82E-06,1.78E-05
1240,19,1.325,2.78E-06,1.76E-05
1240,19,1.4,2.74E-06,1.74E-05
1240,19,1.475,2.70E-06,1.72E-05
1240,19,1.55,2.67E-06,1.70E-05
1240,19,1.625,2.64E-06,1.69E-05
1240,19,1.7,2.61E-06,1.68E-05
1240,19,1.775,2.59E-06,1.67E-05
1240,19,1.85,2.56E-06,1.65E-05
1240,19,1.925,2.54E-06,1.65E-05
1240,19,2,2.52E-06,1.64E-05
1240,19.5,0.575,3.98E-06,2.49E-05
1240,19.5,0.65,3.77E-06,2.36E-05
1240,19.5,0.725,3.60E-06,2.25E-05
1240,19.5,0.8,3.46E-06,2.17E-05
1240,19.5,0.875,3.34E-06,2.10E-05
1240,19.5,0.95,3.24E-06,2.04E-05
1240,19.5,1.025,3.15E-06,1.99E-05
1240,19.5,1.1,3.08E-06,1.94E-05
1240,19.5,1.175,3.01E-06,1.91E-05
1240,19.5,1.25,2.96E-06,1.87E-05
1240,19.5,1.325,2.90E-06,1.85E-05
1240,19.5,1.4,2.86E-06,1.82E-05
1240,19.5,1.475,2.82E-06,1.80E-05
1240,19.5,1.55,2.78E-06,1.78E-05
1240,19.5,1.625,2.75E-06,1.76E-05
1240,19.5,1.7,2.71E-06,1.75E-05
1240,19.5,1.775,2.69E-06,1.73E-05
1240,19.5,1.85,2.66E-06,1.72E-05
1240,19.5,1.925,2.64E-06,1.71E-05
1240,19.5,2,2.61E-06,1.70E-05
1240,20,0.575,4.20E-06,2.65E-05
1240,20,0.65,3.97E-06,2.50E-05
1240,20,0.725,3.78E-06,2.38E-05
1240,20,0.8,3.63E-06,2.29E-05
1240,20,0.875,3.50E-06,2.21E-05
1240,20,0.95,3.39E-06,2.14E-05
1240,20,1.025,3.30E-06,2.09E-05
1240,20,1.1,3.21E-06,2.04E-05
1240,20,1.175,3.14E-06,2.00E-05
1240,20,1.25,3.08E-06,1.96E-05
1240,20,1.325,3.02E-06,1.93E-05
1240,20,1.4,2.97E-06,1.90E-05
1240,20,1.475,2.92E-06,1.88E-05
1240,20,1.55,2.88E-06,1.85E-05
1240,20,1.625,2.84E-06,1.83E-05
1240,20,1.7,2.81E-06,1.82E-05
1240,20,1.775,2.78E-06,1.80E-05
1240,20,1.85,2.75E-06,1.79E-05
1240,20,1.925,2.72E-06,1.77E-05
1240,20,2,2.70E-06,1.76E-05
1250,1,0.575,2.20E-06,3.65E-05
1250,1,0.65,2.18E-06,3.60E-05
1250,1,0.725,2.17E-06,3.57E-05
1250,1,0.8,2.17E-06,3.56E-05
1250,1,0.875,2.18E-06,3.55E-05
1250,1,0.95,2.19E-06,3.56E-05
1250,1,1.025,2.20E-06,3.57E-05
1250,1,1.1,2.22E-06,3.58E-05
1250,1,1.175,2.24E-06,3.60E-05
1250,1,1.25,2.26E-06,3.63E-05
1250,1,1.325,2.29E-06,3.65E-05
1250,1,1.4,2.31E-06,3.68E-05
1250,1,1.475,2.34E-06,3.71E-05
1250,1,1.55,2.36E-06,3.75E-05
1250,1,1.625,2.39E-06,3.78E-05
1250,1,1.7,2.42E-06,3.82E-05
1250,1,1.775,2.45E-06,3.86E-05
1250,1,1.85,2.48E-06,3.90E-05
1250,1,1.925,2.51E-06,3.93E-05
1250,1,2,2.54E-06,3.98E-05
1250,1.5,0.575,1.52E-06,2.46E-05
1250,1.5,0.65,1.50E-06,2.43E-05
1250,1.5,0.725,1.50E-06,2.41E-05
1250,1.5,0.8,1.50E-06,2.40E-05
1250,1.5,0.875,1.50E-06,2.40E-05
1250,1.5,0.95,1.51E-06,2.40E-05
1250,1.5,1.025,1.52E-06,2.40E-05
1250,1.5,1.1,1.53E-06,2.42E-05
1250,1.5,1.175,1.55E-06,2.43E-05
1250,1.5,1.25,1.56E-06,2.44E-05
1250,1.5,1.325,1.58E-06,2.46E-05
1250,1.5,1.4,1.59E-06,2.48E-05
1250,1.5,1.475,1.61E-06,2.50E-05
1250,1.5,1.55,1.63E-06,2.53E-05
1250,1.5,1.625,1.65E-06,2.55E-05
1250,1.5,1.7,1.67E-06,2.57E-05
1250,1.5,1.775,1.69E-06,2.60E-05
1250,1.5,1.85,1.71E-06,2.63E-05
1250,1.5,1.925,1.73E-06,2.65E-05
1250,1.5,2,1.75E-06,2.68E-05
1250,2,0.575,1.18E-06,1.88E-05
1250,2,0.65,1.17E-06,1.85E-05
1250,2,0.725,1.16E-06,1.83E-05
1250,2,0.8,1.16E-06,1.83E-05
1250,2,0.875,1.17E-06,1.82E-05
1250,2,0.95,1.17E-06,1.82E-05
1250,2,1.025,1.18E-06,1.83E-05
1250,2,1.1,1.19E-06,1.84E-05
1250,2,1.175,1.20E-06,1.85E-05
1250,2,1.25,1.21E-06,1.86E-05
1250,2,1.325,1.22E-06,1.87E-05
1250,2,1.4,1.24E-06,1.89E-05
1250,2,1.475,1.25E-06,1.91E-05
1250,2,1.55,1.27E-06,1.92E-05
1250,2,1.625,1.28E-06,1.94E-05
1250,2,1.7,1.30E-06,1.96E-05
1250,2,1.775,1.31E-06,1.98E-05
1250,2,1.85,1.33E-06,2.00E-05
1250,2,1.925,1.35E-06,2.02E-05
1250,2,2,1.36E-06,2.04E-05
1250,2.5,0.575,9.77E-07,1.53E-05
1250,2.5,0.65,9.69E-07,1.51E-05
1250,2.5,0.725,9.65E-07,1.49E-05
1250,2.5,0.8,9.65E-07,1.49E-05
1250,2.5,0.875,9.68E-07,1.48E-05
1250,2.5,0.95,9.73E-07,1.49E-05
1250,2.5,1.025,9.79E-07,1.49E-05
1250,2.5,1.1,9.87E-07,1.50E-05
1250,2.5,1.175,9.96E-07,1.50E-05
1250,2.5,1.25,1.01E-06,1.51E-05
1250,2.5,1.325,1.02E-06,1.53E-05
1250,2.5,1.4,1.03E-06,1.54E-05
1250,2.5,1.475,1.04E-06,1.55E-05
1250,2.5,1.55,1.05E-06,1.56E-05
1250,2.5,1.625,1.06E-06,1.58E-05
1250,2.5,1.7,1.08E-06,1.59E-05
1250,2.5,1.775,1.09E-06,1.61E-05
1250,2.5,1.85,1.10E-06,1.63E-05
1250,2.5,1.925,1.12E-06,1.64E-05
1250,2.5,2,1.13E-06,1.66E-05
1250,3,0.575,8.45E-07,1.30E-05
1250,3,0.65,8.38E-07,1.28E-05
1250,3,0.725,8.35E-07,1.27E-05
1250,3,0.8,8.35E-07,1.26E-05
1250,3,0.875,8.37E-07,1.26E-05
1250,3,0.95,8.41E-07,1.26E-05
1250,3,1.025,8.47E-07,1.27E-05
1250,3,1.1,8.53E-07,1.27E-05
1250,3,1.175,8.61E-07,1.28E-05
1250,3,1.25,8.70E-07,1.29E-05
1250,3,1.325,8.79E-07,1.30E-05
1250,3,1.4,8.88E-07,1.31E-05
1250,3,1.475,8.98E-07,1.32E-05
1250,3,1.55,9.09E-07,1.33E-05
1250,3,1.625,9.20E-07,1.34E-05
1250,3,1.7,9.31E-07,1.35E-05
1250,3,1.775,9.43E-07,1.37E-05
1250,3,1.85,9.54E-07,1.38E-05
1250,3,1.925,9.66E-07,1.40E-05
1250,3,2,9.78E-07,1.41E-05
1250,3.5,0.575,7.53E-07,1.14E-05
1250,3.5,0.65,7.46E-07,1.12E-05
1250,3.5,0.725,7.43E-07,1.11E-05
1250,3.5,0.8,7.43E-07,1.11E-05
1250,3.5,0.875,7.45E-07,1.10E-05
1250,3.5,0.95,7.49E-07,1.11E-05
1250,3.5,1.025,7.54E-07,1.11E-05
1250,3.5,1.1,7.60E-07,1.11E-05
1250,3.5,1.175,7.67E-07,1.12E-05
1250,3.5,1.25,7.75E-07,1.13E-05
1250,3.5,1.325,7.83E-07,1.13E-05
1250,3.5,1.4,7.91E-07,1.14E-05
1250,3.5,1.475,8.00E-07,1.15E-05
1250,3.5,1.55,8.10E-07,1.16E-05
1250,3.5,1.625,8.20E-07,1.17E-05
1250,3.5,1.7,8.30E-07,1.19E-05
1250,3.5,1.775,8.40E-07,1.20E-05
1250,3.5,1.85,8.50E-07,1.21E-05
1250,3.5,1.925,8.61E-07,1.22E-05
1250,3.5,2,8.72E-07,1.24E-05
1250,4,0.575,6.85E-07,1.02E-05
1250,4,0.65,6.79E-07,1.01E-05
1250,4,0.725,6.77E-07,9.96E-06
1250,4,0.8,6.77E-07,9.91E-06
1250,4,0.875,6.79E-07,9.89E-06
1250,4,0.95,6.82E-07,9.90E-06
1250,4,1.025,6.87E-07,9.92E-06
1250,4,1.1,6.92E-07,9.96E-06
1250,4,1.175,6.98E-07,1.00E-05
1250,4,1.25,7.05E-07,1.01E-05
1250,4,1.325,7.13E-07,1.02E-05
1250,4,1.4,7.21E-07,1.02E-05
1250,4,1.475,7.29E-07,1.03E-05
1250,4,1.55,7.38E-07,1.04E-05
1250,4,1.625,7.47E-07,1.05E-05
1250,4,1.7,7.56E-07,1.06E-05
1250,4,1.775,7.65E-07,1.07E-05
1250,4,1.85,7.75E-07,1.08E-05
1250,4,1.925,7.85E-07,1.09E-05
1250,4,2,7.95E-07,1.11E-05
1250,4.5,0.575,6.35E-07,9.32E-06
1250,4.5,0.65,6.29E-07,9.18E-06
1250,4.5,0.725,6.27E-07,9.08E-06
1250,4.5,0.8,6.27E-07,9.03E-06
1250,4.5,0.875,6.29E-07,9.01E-06
1250,4.5,0.95,6.32E-07,9.02E-06
1250,4.5,1.025,6.36E-07,9.04E-06
1250,4.5,1.1,6.41E-07,9.08E-06
1250,4.5,1.175,6.47E-07,9.12E-06
1250,4.5,1.25,6.53E-07,9.18E-06
1250,4.5,1.325,6.60E-07,9.25E-06
1250,4.5,1.4,6.68E-07,9.33E-06
1250,4.5,1.475,6.76E-07,9.40E-06
1250,4.5,1.55,6.84E-07,9.49E-06
1250,4.5,1.625,6.92E-07,9.58E-06
1250,4.5,1.7,7.01E-07,9.67E-06
1250,4.5,1.775,7.09E-07,9.77E-06
1250,4.5,1.85,7.18E-07,9.87E-06
1250,4.5,1.925,7.27E-07,9.97E-06
1250,4.5,2,7.37E-07,1.01E-05
1250,5,0.575,5.96E-07,8.62E-06
1250,5,0.65,5.91E-07,8.48E-06
1250,5,0.725,5.89E-07,8.40E-06
1250,5,0.8,5.89E-07,8.35E-06
1250,5,0.875,5.90E-07,8.33E-06
1250,5,0.95,5.93E-07,8.33E-06
1250,5,1.025,5.97E-07,8.35E-06
1250,5,1.1,6.02E-07,8.38E-06
1250,5,1.175,6.08E-07,8.43E-06
1250,5,1.25,6.14E-07,8.48E-06
1250,5,1.325,6.21E-07,8.54E-06
1250,5,1.4,6.28E-07,8.61E-06
1250,5,1.475,6.35E-07,8.69E-06
1250,5,1.55,6.43E-07,8.76E-06
1250,5,1.625,6.50E-07,8.85E-06
1250,5,1.7,6.59E-07,8.93E-06
1250,5,1.775,6.67E-07,9.02E-06
1250,5,1.85,6.75E-07,9.11E-06
1250,5,1.925,6.84E-07,9.21E-06
1250,5,2,6.93E-07,9.31E-06
1250,5.5,0.575,5.67E-07,8.06E-06
1250,5.5,0.65,5.61E-07,7.93E-06
1250,5.5,0.725,5.59E-07,7.85E-06
1250,5.5,0.8,5.59E-07,7.80E-06
1250,5.5,0.875,5.61E-07,7.79E-06
1250,5.5,0.95,5.64E-07,7.79E-06
1250,5.5,1.025,5.68E-07,7.80E-06
1250,5.5,1.1,5.72E-07,7.83E-06
1250,5.5,1.175,5.78E-07,7.88E-06
1250,5.5,1.25,5.84E-07,7.92E-06
1250,5.5,1.325,5.90E-07,7.98E-06
1250,5.5,1.4,5.97E-07,8.05E-06
1250,5.5,1.475,6.04E-07,8.11E-06
1250,5.5,1.55,6.11E-07,8.19E-06
1250,5.5,1.625,6.19E-07,8.27E-06
1250,5.5,1.7,6.26E-07,8.34E-06
1250,5.5,1.775,6.34E-07,8.43E-06
1250,5.5,1.85,6.42E-07,8.51E-06
1250,5.5,1.925,6.51E-07,8.60E-06
1250,5.5,2,6.59E-07,8.69E-06
1250,6,0.575,5.44E-07,7.62E-06
1250,6,0.65,5.39E-07,7.49E-06
1250,6,0.725,5.37E-07,7.41E-06
1250,6,0.8,5.37E-07,7.37E-06
1250,6,0.875,5.38E-07,7.35E-06
1250,6,0.95,5.41E-07,7.35E-06
1250,6,1.025,5.45E-07,7.36E-06
1250,6,1.1,5.49E-07,7.39E-06
1250,6,1.175,5.55E-07,7.43E-06
1250,6,1.25,5.60E-07,7.48E-06
1250,6,1.325,5.67E-07,7.53E-06
1250,6,1.4,5.73E-07,7.59E-06
1250,6,1.475,5.80E-07,7.66E-06
1250,6,1.55,5.87E-07,7.73E-06
1250,6,1.625,5.94E-07,7.80E-06
1250,6,1.7,6.02E-07,7.87E-06
1250,6,1.775,6.10E-07,7.95E-06
1250,6,1.85,6.17E-07,8.03E-06
1250,6,1.925,6.25E-07,8.12E-06
1250,6,2,6.34E-07,8.20E-06
1250,6.5,0.575,5.27E-07,7.26E-06
1250,6.5,0.65,5.22E-07,7.14E-06
1250,6.5,0.725,5.20E-07,7.06E-06
1250,6.5,0.8,5.20E-07,7.02E-06
1250,6.5,0.875,5.21E-07,7.00E-06
1250,6.5,0.95,5.24E-07,6.99E-06
1250,6.5,1.025,5.28E-07,7.01E-06
1250,6.5,1.1,5.32E-07,7.04E-06
1250,6.5,1.175,5.37E-07,7.07E-06
1250,6.5,1.25,5.43E-07,7.12E-06
1250,6.5,1.325,5.49E-07,7.17E-06
1250,6.5,1.4,5.55E-07,7.23E-06
1250,6.5,1.475,5.62E-07,7.29E-06
1250,6.5,1.55,5.69E-07,7.35E-06
1250,6.5,1.625,5.76E-07,7.42E-06
1250,6.5,1.7,5.84E-07,7.49E-06
1250,6.5,1.775,5.91E-07,7.57E-06
1250,6.5,1.85,5.99E-07,7.65E-06
1250,6.5,1.925,6.07E-07,7.72E-06
1250,6.5,2,6.15E-07,7.80E-06
1250,7,0.575,5.14E-07,6.97E-06
1250,7,0.65,5.09E-07,6.85E-06
1250,7,0.725,5.07E-07,6.78E-06
1250,7,0.8,5.07E-07,6.73E-06
1250,7,0.875,5.09E-07,6.71E-06
1250,7,0.95,5.12E-07,6.71E-06
1250,7,1.025,5.15E-07,6.72E-06
1250,7,1.1,5.20E-07,6.75E-06
1250,7,1.175,5.25E-07,6.78E-06
1250,7,1.25,5.30E-07,6.83E-06
1250,7,1.325,5.36E-07,6.88E-06
1250,7,1.4,5.43E-07,6.93E-06
1250,7,1.475,5.49E-07,6.99E-06
1250,7,1.55,5.56E-07,7.05E-06
1250,7,1.625,5.63E-07,7.12E-06
1250,7,1.7,5.70E-07,7.18E-06
1250,7,1.775,5.78E-07,7.26E-06
1250,7,1.85,5.86E-07,7.33E-06
1250,7,1.925,5.93E-07,7.41E-06
1250,7,2,6.01E-07,7.49E-06
1250,7.5,0.575,5.05E-07,6.74E-06
1250,7.5,0.65,5.01E-07,6.62E-06
1250,7.5,0.725,4.99E-07,6.55E-06
1250,7.5,0.8,4.99E-07,6.50E-06
1250,7.5,0.875,5.00E-07,6.48E-06
1250,7.5,0.95,5.03E-07,6.48E-06
1250,7.5,1.025,5.07E-07,6.49E-06
1250,7.5,1.1,5.11E-07,6.52E-06
1250,7.5,1.175,5.16E-07,6.55E-06
1250,7.5,1.25,5.22E-07,6.59E-06
1250,7.5,1.325,5.28E-07,6.64E-06
1250,7.5,1.4,5.34E-07,6.69E-06
1250,7.5,1.475,5.41E-07,6.75E-06
1250,7.5,1.55,5.48E-07,6.81E-06
1250,7.5,1.625,5.55E-07,6.87E-06
1250,7.5,1.7,5.62E-07,6.94E-06
1250,7.5,1.775,5.69E-07,7.01E-06
1250,7.5,1.85,5.77E-07,7.08E-06
1250,7.5,1.925,5.85E-07,7.15E-06
1250,7.5,2,5.92E-07,7.23E-06
1250,8,0.575,5.00E-07,6.55E-06
1250,8,0.65,4.96E-07,6.44E-06
1250,8,0.725,4.94E-07,6.36E-06
1250,8,0.8,4.94E-07,6.32E-06
1250,8,0.875,4.96E-07,6.30E-06
1250,8,0.95,4.98E-07,6.30E-06
1250,8,1.025,5.02E-07,6.31E-06
1250,8,1.1,5.07E-07,6.33E-06
1250,8,1.175,5.12E-07,6.36E-06
1250,8,1.25,5.17E-07,6.40E-06
1250,8,1.325,5.23E-07,6.45E-06
1250,8,1.4,5.30E-07,6.50E-06
